DRG,DRG_Cost_FFyear2012,DRG_Cost_FFyear2013,DRG_Cost_FFyear2014,DRG_Cost_FFyear2015,DRG_Cost_FFyear2016,DRG_Cost_FFyear2017,DRG_Cost_FFyear2018,DRG_Cost_FFyear2019,_2012_costweight,_2012_average_total,_2013_costweight,_2013_average_total,_2014_costweight,_2014_average_total,_2015_costweight,_2015_average_total,_2012_private,_2012_paed,_2013_private,_2013_paed,_2014_private,_2014_paed,_2015_private,_2015_paed,_2016_private,_2016_paed,ave_charge_1112,ave_charge_1213,ave_charge_1314,ave_charge_1415,ave_charge_1516,ave_charge_1617,ave_charge_1718,ave_charge_1819
L64Z,2739,2677,4386,3265,2593.333333,3221.066666,3250.733333,3280.4,1,2739,1,2677,,,,,,,,,0.68,1.92,,,,,1461,1629,2127,1987,2068.87,2326.696,2484.07,2641.444
L65A,7504,6998,7246,7240,7546,8204.905391,7902.59978,8253.092155,2,7504,1,6998,1,7246,1,7240,0.1,1.34,0.1,1.25,0.79,1,0.09,1,0.1,1,5117,5221,5432,5237,6513.48,5664.26,6841.41,7155.27
L65B,2648,2617,2620,2394,2371,2572.901633,2019.771834,2088.782838,1,2648,1,2617,1,2620,0,2394,0.12,1.52,0.13,1.71,0.76,1.51,0.11,1.44,0.14,1.47,1586,1618,1698,1742,1867.81,1779.11,2003.86,2116.42
L66Z,2960,3155,3215,3386,3570,3387.066336,2168.300045,2164.916261,1,2960,1,3155,1,3215,1,3386,0.12,0.8,0.11,0.8,0.69,0.8,0.14,0.8,0.08,0.8,1321,1353,1482,1521,1529.61,1665.64,1684.88,1952.06
L67A,8808,8207,9484,7361,7678,7728.428325,10526.43173,10527.72354,2,8808,2,8207,2,9484,1,7361,0.1,1.3,0.11,1.33,0.78,1.36,0.09,1.43,0.11,1.35,4525,4727,5289,3529,5815.83,3692.27,6586.18,7252.92
L67B,1913,1945,4563,2118,2120,2260.859229,3256.242814,3317.638605,0,1913,0,1945,1,4563,0,2118,0.13,1.54,0.16,2,0.72,1.57,0.09,1.58,0.12,1.56,918,928,1723,1350,1038.06,1302.85,2214.17,2301.98
L67C,,,910,970,1256,1292.911625,1206.765207,1237.479759,,,,,0,910,0,970,0.12,2,0.12,2,,,0.15,1.98,0.11,2,,,498,570,,566.33,637.72,683.1
L68Z,902,893,941,1145,719,865.0942673,986.078139,904.2197277,0,902,0,893,0,941,0,1145,0.04,2,0.04,2,0.93,1.24,0.02,1.52,0.01,1.77,,,,,,0,,
M01A,20995,20945,22693,22974,24579,24732.19505,29285.7033,27011.43968,4,20995,4,20945,5,22693,5,22974,0.21,1,0.22,1,0.75,1,0.17,1,0.13,1,10922,11639,11938,11970,12399.36,12783.16,13345.39,13759.27
M01B,15744,19828,18283,16328,17206,17259.80166,18405.2493,18617.11096,3,15744,4,19828,4,18283,3,16328,0.23,1,0.23,1,0.8,1,0.17,1,0.26,1,10045,10439,10859,10920,11102.17,11412,11566.54,11417.94
M02A,11812,10807,10797,12601,13213,12949.63482,14033.79276,15317.22457,2,11812,2,10807,2,10797,3,12601,0.26,1,0.25,1,0.74,1,0.12,1,0.16,1,7052,7547,7737,7727,7972.27,8239.9,8786.37,8611.84
M02B,6596,6598,6571,6738,6923,6870.802225,7175.779661,7638.826252,1,6596,1,6598,1,6571,1,6738,0.27,1,0.29,1,0.76,1,0.2,1,0.24,1,3861,4093,4213,4400,4489.33,4596.93,4653.16,4762.38
M03A,,,,9194,7831,10036.77893,10956.33959,11649.57706,,,,,,,2,9194,0.22,0.8,0.21,0.8,,,,,,,,,,4555,,5491.02,,
M03B,,,,4621,4826,4990.124688,4849.85181,5527.729505,,,,,,,1,4621,0.17,1,0.22,1.05,,,,,,,,,,4915,,4980.65,,
M03Z,4719,4710,5066,6908,6328.5,7171.4,7713.1,8254.8,1,4719,1,4710,1,5066,,,,,,,0.75,1,0.19,1,0.19,1,3740,4062,4252,4735,4989.88,,5184.21,5095.04
M04Z,3887,3956,4106,4311,4475,4825.17712,4804.791887,5108.748703,1,3887,1,3956,1,4106,1,4311,0.19,0.81,0.2,0.89,0.75,0.8,0.2,0.8,0.19,0.8,1673,1708,1800,1936,1971.3,2014.65,2125.04,2199.73
M05Z,2794,2797,3014,3096,3348,3495.908324,3602.51127,3901.865149,1,2794,1,2797,1,3014,1,3096,0.13,0.81,0.19,1,0.73,0.8,0.13,0.86,0.14,0.87,1020,1084,1159,1260,1290.5,1293.41,1316.93,1363.41
M06A,11778,12477,10403,11348,11769,16179.93042,19608.34688,21377.44599,2,11778,3,12477,2,10403,2,11348,0.11,1,0.22,1,0.7,1,0.14,1,0.33,1,4012,3605,3586,4130,4712.27,5065.32,5492.74,5279.37
M06B,4092,4075,3959,4780,7918,8298.294377,7083.710187,7644.686529,1,4092,1,4075,1,3959,1,4780,0.22,1,0.4,1,0.68,1,0.28,1,0.19,1,3261,3484,3274,3060,4758.03,4814.23,4716.43,4653.42
M40Z,1231,1262,1161,1226,1299,1476.850242,1580.602196,1748.36188,0,1231,0,1262,0,1161,0,1226,0.47,1,0.41,1,0.67,1,0.42,1,0.4,1,771,807,839,887,918.84,948.08,975.9,1008.15
M60A,9787,10112,9841,9877,9897,9740.348317,9545.177888,9652.334479,2,9787,2,10112,2,9841,2,9877,0.05,0.8,0.06,1,0.83,1,0.08,1,0.09,1,6330,7225,7390,5723,7554.49,6061.1,7996.72,7522.99
M60B,2047,2204,2121,2093,2201,2431.042222,2479.44043,2716.030583,0,2047,0,2204,0,2121,0,2093,0.18,1,0.2,1,0.74,1.45,0.23,1.38,0.21,1.37,853,902,937,1081,1115.6,1110.87,1258.11,1318.73
M61A,,,4347,5848,5391,7624.349344,5619.296429,6208.260357,,,,,1,4347,1,5848,0.16,1,0.13,1,,,0.16,1,0.15,1,,,3570,3362,,4440.48,4240.45,5352.62
M61B,,,1764,1952,2492,2303.47943,2230.993202,2372.205537,,,,,0,1764,0,1952,0.17,1,0.13,1,,,0.16,1,0.15,1,,,890,1073,,1182,1330.03,1315.07
M61Z,2722,2711,3056,3900,3941.5,4354.5,4717.3,5080.1,1,2722,1,2711,,,,,,,,,0.67,1,,,,,918,1018,2230,2218,1582.45,2351.96,2604.85,2857.74
M62A,,,6056,6628,6641,7199.89223,7280.712616,7943.220271,,,,,1,6056,1,6628,0.1,1,0.11,1,,,0.1,1,0.1,1,,,3702,4714,,4898.01,4873.85,5458.43
M62B,,,2826,2872,2753,2752.234069,2345.987314,2402.952468,,,,,1,2826,1,2872,0.09,1.3,0.11,1.28,,,0.11,1.2,0.1,1.16,,,1793,1974,,2123.91,2315.33,2522.92
M62Z,3554,3601,4441,4750,4697,5239.1,5582.6,5926.1,1,3554,1,3601,,,,,,,,,0.73,0.89,,,,,1838,1979,2748,3344,2529.02,3311.716,3586.42,3861.124
M63Z,1843,2081,2347,2435,2369,2594.981312,2567.645292,2752.991801,0,1843,0,2081,0,2347,0,2435,0.23,1,0.24,1,0.73,1,0.31,1,0.24,1,919,954,974,999,1029.03,1056.48,1086.1,1130.33
M64A,,,,4262,4017,4274.203298,3691.339305,3866.755407,,,,,,,1,4262,0.16,1,0.14,1,,,,,,,,,,1171,,1523.1,,
M64B,,,,1825,1777,1866.405863,1737.548796,1740.263226,,,,,,,0,1825,0.14,1.13,0.15,1.31,,,,,,,,,,1094,,1059.77,,
M64Z,2193,2170,2075,3044,2897,,,,0,2193,0,2170,0,2075,,,,,,,0.69,1,0.12,1,0.13,1,915,1021,1118,1133,1142.84,,1114.81,1207.2
N01A,,,29166,32669,31116,,,,,,,,6,29166,7,32669,0.18,1,0.18,1,,,0.2,1,0.2,1,,,13199,15852,,17837.75,16989.82,15801.1
N01B,,,14237,15223,15345,,,,,,,,3,14237,3,15223,0.18,1,0.18,1,,,0.2,1,0.2,1,,,8780,8800,,9691.58,10123.71,10195.82
N01Z,18855,18393,21702,23946,23230.5,23372.49759,35036.10757,32155.05433,4,18855,4,18393,,,,,,,,,0.8,1,,,,,9726,10954,10990,12326,9885.69,11283.752,11452.89,11622.028
N04A,13561,14051,13670,15092,15822,15856.26083,17422.50175,18108.87794,3,13561,3,14051,3,13670,3,15092,0.15,1,0.15,1,0.73,1,0.2,1,0.14,1,6383,6389,6583,7043,7408.36,7558.63,8107.13,8403.77
N04B,9230,9832,9896,10181,10593,10937.7029,11655.67874,12101.32464,2,9230,2,9832,2,9896,2,10181,0.16,1,0.16,1,0.73,1,0.19,1,0.2,1,5503,5697,5839,5986,6154.34,6304.77,6624.12,6780.67
N05A,13532,13598,13192,13629,13686,15001.76478,14917.30489,15936.05424,3,13532,3,13598,3,13192,3,13629,0.11,1,0.12,1,0.73,1,0.18,1,0.19,1,6556,6641,6908,5942,7170.08,6779.45,7740.27,7991.02
N05B,7673,7673,7739,7592,7788,7877.723243,8422.325038,8642.920574,2,7673,2,7673,2,7739,2,7592,0.17,1,0.16,1,0.73,1,0.19,1,0.2,1,3698,3785,3861,3832,4022.64,4076.81,4274.32,4438.58
N06A,9626,10370,7363,11664,12009,12056.3637,13635.26839,14743.95756,2,9626,2,10370,,,2,11664,0.17,1,0.22,1,0.73,1,,,,,5264,5744,2387,5918,6073.26,5997.95,6049.554667,6283.512667
N06B,6428,6636,7363,6804,7214,7290.989386,7982.488759,8202.040066,1,6428,1,6636,,,1,6804,0.23,1,0.21,1,0.73,1,,,,,4447,4561,2387,4639,4796.12,4837.36,4768.829333,4909.091048
N06Z,,,7363,9234,9611.5,,,,,,,,1,7363,,,,,,,,,0.27,1,0.24,1,,,4774,,,,5092.89,5166.16
N07A,,,7540,5963,6127,6538.250729,6993.351975,7243.563729,,,,,2,7540,1,5963,0.18,1.08,0.17,1.06,,,0.19,1.23,0.16,1.17,,,3129,2591,,2785.51,3925.38,4077.46
N07B,,,3029,2819,2922,3023.519591,3426.597141,3474.316973,,,,,1,3029,1,2819,0.32,1,0.35,1,,,0.19,1,0.27,1,,,1555,1546,,1673.77,1837,1897.07
N07Z,4056,4226,5285,4391,4524.5,4827.1,4937.3,5047.5,1,4056,1,4226,,,,,,,,,0.75,1,,,,,1619,1749,2342,2069,2017.65,2294.52,2406.25,2517.98
N08Z,4213,4418,4524,4639,4937,5232.041392,5296.370823,5690.224072,1,4213,1,4418,1,4524,1,4639,0.17,1.12,0.16,1.14,0.69,1.17,0.21,1.16,0.2,1.09,1764,1894,2070,2252,2420.24,2470.53,2673.96,2874.96
N09A,,,,,,6495.430626,6575.247717,7149.94751,,,,,,,,,,,,,,,,,,,,,,,,,,
N09B,,,,,,2778.512571,2757.247323,2784.765377,,,,,,,,,,,,,,,,,,,,,,,,,,
N09Z,2555,2749,2824,2974,3145,3257.5,3391.3,3525.1,1,2555,1,2749,1,2824,1,2974,0.17,1.34,0.16,1.46,0.68,1.22,0.19,1.26,0.18,1.33,1097,1157,1226,1288,1313,1360.68,1441.63,1462.72
N10Z,2361,2421,2469,2522,2614,2720.159269,2712.085125,2854.318747,0,2361,0,2421,1,2469,1,2522,0.2,1,0.21,1,0.7,1,0.21,1,0.23,1,952,1004,1039,1098,1137.45,1179.59,1246.92,1294.02
N11A,,,,14377,13831,16239.36717,15763.34111,15966.69794,,,,,,,3,14377,0.16,1,0.13,1,,,,,,,,,,5605,,5405.65,,
N11B,,,,1954,1824,1895.341117,2232.132282,2310.541707,,,,,,,0,1954,0.12,1,0.17,1,,,,,,,,,,489,,535.83,,
N11Z,2734,2781,3136,8166,7827.5,9600.5,11157.7,12714.9,1,2734,1,2781,1,3136,,,,,,,0.82,1,0.11,1,0.09,1,381,595,573,3047,641.48,682.17,736.82,791.47
N12A,22172,21018,23021,27653,30153,30931.36267,31197.89338,30311.41645,5,22172,4,21018,5,23021,6,27653,0.17,1,0.17,1,0.76,1,0.25,1,0.18,1,13748,12807,12974,16566,14586.67,16359.82,16941.42,16555.11
N12B,11304,12020,12324,15317,15786,16234.04027,16408.56634,17309.77274,2,11304,2,12020,2,12324,3,15317,0.17,1,0.18,1,0.75,1,0.19,1,0.18,1,6155,6384,6640,9908,7341.02,9635.13,7978.39,7888.25
N12C,,,,10478,10765,11034.03873,11649.43307,12263.98365,,,,,,,2,10478,0.2,1,0.21,1,,,,,,,,,,6150,,6670.33,,
N60A,13287,13309,12525,11569,12561,13865.02892,14370.26635,17873.19584,3,13287,3,13309,3,12525,2,11569,0.07,1,0.06,1,0.79,1,0.09,1,0.09,1,6907,8170,6679,10373,10245.28,8651.47,11266.34,10010.49
N60B,4714,5171,4906,4162,4433,4519.956215,4822.852954,4764.656948,1,4714,1,5171,1,4906,1,4162,0.07,1.57,0.06,1.42,0.81,1.39,0.07,1.36,0.1,1.43,2506,2764,2877,2772,3698.61,2475.19,3354.63,3308.45
N61A,,,,5644,5601,5970.501439,5918.970614,6086.221033,,,,,,,1,5644,0.09,1,0.11,1,,,,,,,,,,3342,,2706.94,,
N61B,,,,2706,2689,2629.00469,2242.410602,2153.605072,,,,,,,1,2706,0.1,1.78,0.11,1.88,,,,,,,,,,1927,,1683.33,,
N61Z,3477,3370,3402,4175,4145,4356.1,4570.2,4784.3,1,3477,1,3370,1,3402,,,,,,,0.73,1.21,0.1,1.28,0.1,1.36,1605,1587,1701,,2809.21,,2802.37,3200.96
N62A,,,,3571,3445,4197.941591,3167.430648,3453.323558,,,,,,,1,3571,0.12,1.12,0.1,1.2,,,,,,,,,,2088,,2203.82,,
N62B,,,,1764,1692,1799.962278,1343.06987,1346.512489,,,,,,,0,1764,0.13,1.35,0.14,1.53,,,,,,,,,,842,,818.32,,
N62Z,1858,2004,1987,2668,2568.5,2842.6,3051.1,3259.6,0,1858,0,2004,0,1987,,,,,,,0.66,1.34,0.14,1.44,0.13,1.38,764,780,815,1465,962.99,1282.292,1111.15,1213.51
O01A,17352,16365,16646,16768,17427,17808.14339,18374.46443,18340.76024,4,17352,3,16365,3,16646,3,16768,0.11,1,0.12,1,0.81,1,0.14,1,0.14,1,6137,7623,8777,9771,8784.45,8501.46,11491.54,11803.84
O01B,11727,11425,11645,11561,11594,12147.50432,12610.11099,12899.75855,2,11727,2,11425,2,11645,2,11561,0.15,1,0.14,1,0.8,1,0.18,1,0.19,1,5455,6601,7570,7710,7420.47,7856.02,8887.59,9148.25
O01C,9546,9723,9811,9603,9598,9852.859798,10213.34745,10475.59193,2,9546,2,9723,2,9811,2,9603,0.18,1,0.17,1,0.79,1,0.19,1,0.19,1,,,6825,7127,,7506.4,7977.73,8222.87
O02A,10325,11134,11258,12391,12733,13129.13564,13508.17963,14250.33887,2,10325,2,11134,2,11258,2,12391,0.12,1,0.08,1,0.8,1,0.12,1,0.13,1,4973,5172,5595,7223,8336.7,6422.87,8295.84,8854.17
O02B,7188,7651,7980,8412,8569,8791.571726,9240.290639,9900.737407,1,7188,2,7651,2,7980,2,8412,0.11,1,0.12,1,0.82,1,0.13,1,0.11,1,3597,4598,5095,6266,6577.22,6249.83,7074.41,7285.8
O03A,7754,8395,7930,7953,8193,8175.8,8219.4,8263,2,7754,2,8395,2,7930,2,7953,0.12,1,0.1,1,0.72,1,0.16,1,0.11,1,2015,3165,2781,3305,3761.77,3156.15,3668.42,7285.8
O03B,5262,5345,5423,5378,5388,5444.7,5473.2,5501.7,1,5262,1,5345,1,5423,1,5378,0.13,1,0.14,1,0.67,1,0.15,1,0.15,1,2399,2419,2384,2769,2952.29,2741.63,3209.24,3216.22
O03Z,,,,,,6707.458577,6241.171976,6497.696908,,,,,,,,,,,,,,,,,,,,,,,,,,
O04A,11377,11546,15557,11736,11885,12818.49077,13002.76277,13037.14492,2,11377,2,11546,3,15557,2,11736,0.13,1,0.13,1,0.74,1,0.18,1,0.15,1,2977,2964,4696,3189,3663.74,2971.06,4393.18,5436.47
O04B,4366,4610,6356,4529,4407,4661.556567,4738.987575,4783.73675,1,4366,1,4610,1,6356,1,4529,0.13,1,0.13,1,0.74,1,0.21,1,0.12,1,1342,1467,2473,1606,1773.51,1716.16,3076.39,3498.07
O04C,,,2571,2571,2571,2571,2571,2571,,,,,1,2571,,,,,,,,,0.18,1,0.16,1,,,1225,,,,1435.74,1476.24
O05Z,2257,2502,2497,2616,2795,2887.774658,2831.010472,3155.985765,0,2257,1,2502,1,2497,1,2616,0.19,1,0.21,1,0.73,1,0.25,1,0.22,1,922,968,990,1018,1036.2,1053.05,1064.92,1132.33
O60A,7590,7670,9393,8626,8736,9096.800534,9355.400216,9998.969084,2,7590,2,7670,2,9393,2,8626,0.13,1,0.14,1,0.84,1,0.17,1,0.15,1,,,5551,5872,,5489.66,6957.68,6956.58
O60B,4826,5109,6423,5832,5927,6108.055903,6322.643309,6780.197682,1,4826,1,5109,1,6423,1,5832,0.16,1.13,0.16,1.09,0.85,1.13,0.19,1,0.21,1,,,5086,5458,,5372.31,6129.25,6236.78
O60C,3588,3755,4832,4211,4289,4515.2971,4648.622391,4985.947923,1,3588,1,3755,1,4832,1,4211,0.17,1,0.16,1.06,0.84,1,0.2,1,0.2,1.05,,,4723,5233,,5047.23,5893.05,5963.53
O60Z,5335,5511,6883,6223,6317.333333,6856.866666,7124.533333,7392.2,,,,,,,,,,,,,,,,,,,3783,4642,5120,5521,5631.05,6311.94,6769.45,7226.96
O61A,,,,6777,7330,6328.969029,6482.591495,6416.987549,,,,,,,1,6777,0.08,1,0.08,1,,,,,,,,,,3637,,2935.7,,
O61B,,,,2723,2845,2946.930809,2772.044868,2876.474193,,,,,,,1,2723,0.09,1,0.09,1,,,,,,,,,,2108,,2015.31,,
O61Z,3013,3353,3387,4750,5087.5,5581.9,6136.5,6691.1,1,3013,1,3353,1,3387,,,,,,,0.83,1,0.09,1,0.08,1,1804,1822,1835,1851.333333,2488.35,2379.546667,2782.12,2591.33
O63A,,,,3372,3419,4260.638483,3404.109963,3300.30896,,,,,,,1,3372,0.18,1,0.15,1,,,,,,,,,,1320,,895.67,,
O63B,,,,1539,1575,1701.245581,1210.531618,1255.44353,,,,,,,0,1539,0.11,1,0.21,1,,,,,,,,,,951,,447.81,,
O63Z,1775,1785,1794,2456,2497,2695.9,2907.4,3118.9,0,1775,0,1785,0,1794,,,,,,,0.73,1,0.23,1,0.17,1,774,715,655,,952.13,,1070.8,1111.74
O64A,2391,2519,2647,2775,2903,3031,3159,3287,1,2391,1,2519,,,,,,,,,0.84,1,,,,,853,1048,1066.173308,1164.853077,1259.22,1367.963077,1462.33,1556.696923
O64B,890,848,806,764,722,680,638,596,0,890,0,848,,,,,,,,,0.89,1,,,,,853,1048,1066.173308,1164.853077,1259.22,1367.963077,1462.33,1556.696923
O64Z,1641,1684,1726.5,1769.5,1812.5,1855.25,1898.1,1940.95,,,,,,,,,,,,,,,,,,,853,1048,1066.173308,1164.853077,1259.22,1367.963077,1462.33,1556.696923
O66A,3071,3200,4950,3236,3397,4209.2546,4235.347595,4111.595022,1,3071,1,3200,1,4950,1,3236,0.06,1,0.07,1,0.8,1,0.07,1,0.05,1,,,2825,2081,,1731.66,3337.56,3422.2
O66B,600,560,2708,1119,1097,1532.521766,1872.157976,1912.710442,0,600,0,560,1,2708,0,1119,0.07,1.43,0.09,1.54,0.78,1,0.08,1,0.07,1,,,1587,924,,727.34,2072.56,2162.72
O66C,,,584,584,584,831.9806754,983.6472508,972.4799504,,,,,0,584,,,,,,,,,0.09,1,0.12,1,,,322,,,,429.13,467.26
O66Z,1836,1880,2747,2178,1692.666667,2070.133334,2071.266667,2072.4,,,,,,,,,,,,,,,,,,,1038,1082,1578,1503,1210.83,1512.364,1589.03,1665.696
P01Z,6636,6305,6163,7251,10705,9002.956123,10116.1876,14367.64637,1,6636,1,6305,1,6163,1,7251,0.12,1,0.13,1,0.76,1,0.11,1,0.11,1,,,,,,0,,
P02Z,112463,126538,116601,117598,144443,155682.1068,167763.5087,172102.4468,23,112463,26,126538,23,116601,23,117598,0.12,1,0.18,1,0.65,1,0.11,1,0.11,1,,,,,,,,
P03A,,,105110,123520,133804,142002.1897,144070.7174,157995.6344,,,,,21,105110,25,123520,0.11,1,0.11,1,,,0.11,1,0.09,1,,,,,,,,
P03B,,,74644,71590,78449,80285.89125,85664.05876,90725.53877,,,,,15,74644,14,71590,0.08,1,0.11,1,,,0.1,1,0.07,1,,,26209,22586,,25210.02,59715.46,35872.55
P03Z,94332,96460,89877,97555,106126.5,104275.3,106743.7,109212.1,20,94332,20,96460,,,,,,,,,0.82,1,,,,,28632,25716,,,73444.89,,,
P04A,,,68640,103138,122338,127844.6042,127620.6618,137582.553,,,,,14,68640,21,103138,0.09,1,0.12,1,,,0.09,1,0.1,1,,,,,,,,88669.29
P04B,,,42629,49704,53233,51706.14803,54821.12403,61190.18761,,,,,9,42629,10,49704,0.1,1,0.11,1,,,0.09,1,0.1,1,,,17059,42239,,20417.94,35764.42,41669.55
P04Z,54966,57713,55635,76421,87785.5,91808.2,100242.9,108677.6,11,54966,12,57713,,,,,,,,,0.82,1,,,,,19715,28224,,,43728.95,,,
P05A,,,70657,117278,132343,131996.6475,134378.6811,135244.9473,,,,,14,70657,23,117278,0.15,1,0.14,1,,,0.16,1,0.11,1,,,,,,,,
P05B,,,34733,40450,43978,42890.72888,41017.28339,46113.10514,,,,,7,34733,8,40450,0.15,1,0.14,1,,,0.16,1,0.11,1,,,12233,23618,,10036.04,,21757
P05Z,57497,56156,52695,78864,88160.5,91885,100288.5,108692,12,57497,11,56156,,,,,,,,,0.7,1,,,,,14466,11567,,,25308.31,,,
P06A,66421,65425,64951,86982,89962,93812.34241,106349.5061,108324.4584,14,66421,13,65425,13,64951,17,86982,0.11,1,0.15,1,0.7,1,0.13,1,0.13,1,,14985,6072,,28136.18,,33874.17,29097.64
P06B,25628,25188,25486,31127,31334,30906.42915,32744.01153,34366.36568,5,25628,5,25188,5,25486,6,31127,0.1,1,0.15,1,0.73,1,0.13,1,0.11,1,4543,3741,5014,13750,11466.53,9599.29,9600.82,16423.13
P07Z,,,218861,252660,297567,332074.9565,280257.9556,353544.6318,,,,,44,218861,50,252660,0.12,1,0.13,1,,,0.11,1,0.11,1,,,,,,,,
P08Z,,,193896,200201,207041,243954.7945,266613.54,248346.1027,,,,,39,193896,40,200201,0.12,1,0.13,1,,,0.11,1,0.11,1,,,,,,,55087.55,
P60A,2307,2918,4250,5302,6028,6422.305342,7172.580568,7522.849806,0,2307,1,2918,1,4250,1,5302,0.18,1,0.15,1,0.75,1,0.15,1,0.13,1,442,578,906,1372,847.9,846.71,2259.11,2464.78
P60B,3782,4275,1348,3102,3591,3848.279104,4141.264612,4354.624145,1,3782,1,4275,0,1348,1,3102,0.12,1,0.15,1,0.75,1,0.15,1,0.13,1,260,437,142,684,1835.43,738.28,553.12,588.15
P61Z,202793,198945,178642,176994,188383,209485.4317,202532.0476,228915.5401,42,202793,40,198945,36,178642,35,176994,0.09,1,0.09,1,0.83,1,0.1,1,0.09,1,,48776,44695,114962,,,,
P62A,,,,163159,176983,172761.9969,195610.2618,215016.1514,,,,,,,32,163159,0.08,1,0.1,1,,,,,,,,,,,,,,
P62B,,,,90488,104757,64162.85245,120673.7519,128638.183,,,,,,,18,90488,0.08,1,0.1,1,,,,,,,,,,47153,,29947.57,,
P62Z,145132,149461,141470,126824,140870,131403.1,128287,125170.9,30,145132,30,149461,28,141470,,,,,,,0.82,1,0.09,1,0.06,1,33762,43161,36238,,131864.92,,96444,
P63A,,,52117,56845,57095,70883.83919,61920.22428,61285.02581,,,,,10,52117,11,56845,0.08,1,0.05,1,,,0.07,1,0.09,1,,,14649,33968,,,,
P63B,,,21129,22847,23533,24739.71416,20792.89219,14764.04999,,,,,4,21129,5,22847,0.08,1,0.05,1,,,0.07,1,0.09,1,,,7441,6424,,9699.76,9750.26,8298.59
P63Z,38836,38687,36623,39846,40314,40095.7,40507.2,40918.7,8,38836,8,38687,,,,,,,,,0.83,1,,,,,11545,9276,,,16759.7,,,
P64A,,,40273,49236,53700,56372.61366,55411.63964,54552.29628,,,,,8,40273,10,49236,0.08,1,0.06,1,,,0.08,1,0.09,1,,,19209,35506,,15172.79,32041.75,22354.39
P64B,,,33803,34436,34499,35358.56942,33579.92345,37351.21227,,,,,7,33803,7,34436,0.08,1,0.08,1,,,0.08,1,0.04,1,,,17249,20530,,19596.42,22759.09,27698.23
P64Z,35808,36728,37038,41836,44099.5,45609.2,47778.3,49947.4,7,35808,7,36728,,,,,,,,,0.84,1,,,,,18374,17173,,,21616.84,,,
P65A,33564,32006,33748,41285,42469,44207.57608,49837.50674,54165.77942,7,33564,7,32006,7,33748,8,41285,0.06,1,0.06,1,0.83,1,0.08,1,0.12,1,11686,12006,13852,20879,37239.98,14024.48,32074.85,32893.02
P65B,26581,26830,30121,30750,32256,32792.30744,39282.48806,42591.79145,6,26581,5,26830,6,30121,6,30750,0.06,1,0.09,1,0.85,1,0.07,1,0.09,1,13835,17678,15998,18105,18176.63,15847.67,19979.84,22154.46
P65C,22452,21948,24315,24608,25368,25125.1926,31423.91181,32057.31214,5,22452,4,21948,5,24315,5,24608,0.08,1,0.07,1,0.83,1,0.11,1,0.11,1,12458,12318,13603,14021,15822.74,13598.04,16011.97,17300.65
P65D,17629,20224,22396,19329,20090,19567.89864,23598.29758,25211.12941,4,17629,4,20224,5,22396,4,19329,0.07,1,0.07,1,0.85,1,0.06,1,0.06,1,10711,11024,12197,11607,12226.1,11858.01,13766.24,14609.88
P66A,22557,23690,22308,26558,28780,28405.98209,29169.14649,31472.26618,5,22557,5,23690,4,22308,5,26558,0.09,1,0.08,1,0.84,1,0.11,1,0.1,1,7312,8295,7170,12576,12052.49,9512.89,15007.33,15784.99
P66B,17416,18409,18487,18998,19331,19841.63215,18324.28706,18925.32104,4,17416,4,18409,4,18487,4,18998,0.06,1,0.1,1,0.82,1,0.09,1,0.11,1,10909,10933,9994,10466,11448.04,9619.48,12840.18,13925.73
P66C,12490,13151,14063,12823,13226,12893.36469,12743.0598,12666.89362,3,12490,3,13151,3,14063,3,12823,0.08,1,0.08,1,0.83,1,0.12,1,0.09,1,7667,7683,7826,6984,8570.65,7170.42,9170.76,9526.13
P66D,4351,5949,5821,6531,6650,6423.153382,6455.259638,7157.585259,1,4351,1,5949,1,5821,1,6531,0.1,1,0.11,1,0.83,1,0.12,1,0.07,1,2367,2737,2362,2980,2327.38,2912.63,3944.1,4229.81
P67A,15918,16143,20616,22386,22035,24161.95384,26645.59315,28042.29696,3,15918,3,16143,4,20616,4,22386,0.09,1,0.06,1,0.79,1,0.12,1,0.08,1,4895,3832,7393,9272,9023.34,6911.26,10664.51,10875.13
P67B,8547,9335,15453,14165,13959,14675.77117,16206.18647,17109.13723,2,8547,2,9335,3,15453,3,14165,0.09,1,0.1,1,0.78,1,0.11,1,0.11,1,3653,3519,6598,6536,4477.97,6011.9,7636.87,9375.16
P67C,5124,6171,11061,11028,11091,11703.2006,14295.45347,13701.08662,1,5124,1,6171,2,11061,2,11028,0.12,1,0.06,1,0.8,1,0.12,1,0.05,1,2201,2341,4929,5083,2699.49,4773.43,6563.17,6633.04
P67D,1659,3571,5168,7821,8038,7817.112238,9131.93507,8799.960576,0,1659,1,3571,1,5168,2,7821,0.06,1,0.06,1,0.8,1,0.12,1,0.08,1,143,153,1393,3087,149.1,2989.98,2907.08,2930.57
P68A,,,15764,15827,15241,15720.33748,15690.89076,16197.60547,,,,,3,15764,3,15827,0.11,1,0.13,1,,,0.14,1,0.1,1,,,3802,5432,,2777.72,7179.26,7369.42
P68B,,,8594,7693,7811,7857.829598,7822.696873,7612.684371,,,,,2,8594,2,7693,0.1,1,0.09,1,,,0.12,1,0.13,1,,,2695,2314,,1965.39,4460.9,4495.95
P68C,,,5113,5583,5685,5562.133888,5351.66322,5386.903351,,,,,1,5113,1,5583,0.11,1,0.1,1,,,0.11,1,0.1,1,,,1596,1968,,1783.87,3003.52,3127.43
